,address,categories,city,country,latitude,longitude,name,postalCode,state
4544,4949 Ridge Ave,Fast Food Restaurant,Cincinnati,US,39.163383,-84.421586,Steak 'n Shake,45209,Ohio
4545,3316 Center Rd,Fast Food Restaurants,Brunswick,US,41.238284,-81.810774,Steak 'n Shake,44212,Ohio
4546,2647 Lawndale Dr,Fast Food Restaurants,Greensboro,US,36.103618,-79.8196,Steak 'n Shake,27408,North Carolina
4547,4640 Chippewa St,"American Restaurant, Fast Food Restaurant, and Breakfast Spot Bevo Mill",Saint Louis,US,38.591401,-90.272726,Steak 'n Shake,63116,Missoui
4548,796 Maple Valley Dr,Fast Food Restaurants,Farmington,US,37.792712,-90.437161,Steak 'n Shake,63640,Missoui
4549,8624 Camfield St,Sandwich Place and Fast Food Restaurant,Charlotte,US,35.052285,-80.815728,Subway,28277,North Carolina
4550,51 E 34th St,Fast Food,New York,US,40.74767,-73.982002,Dunkin' Donuts,10016,New York
4551,1210 E 2nd St,Fast Food Restaurant,Edmond,US,35.652151,-97.46391,Chick-fil-A,73034,Oklahoma
4552,610 Junction Rd Ste 105,Fast Food Restaurant,Madison,US,43.073209,-89.526875,Salad Creations,53717,Wisconsin
4553,N112w15800 Mequon Rd,Fast Food Restaurants,Germantown,US,43.221117,-88.106812,Pizza Hut,53022,Wisconsin
4554,6807 W Brown Deer Rd,Fast Food Restaurants,Milwaukee,US,43.177713,-87.995764,Pizza Hut,53223,Wisconsin
4555,1242 W Clairemont Ave,Fast Food Restaurants,Eau Claire,US,44.793612,-91.520618,Pizza Hut,54701,Wisconsin
4556,1742 N Spring St,Fast Food Restaurants,Beaver Dam,US,43.478752,-88.821761,Pizza Hut,53916,Wisconsin
4557,305 S Main St,Fast Food Restaurants,Clintonville,US,44.612761,-88.763068,Pizza Hut,54929,Wisconsin
4558,728 W Fond Du Lac St,Fast Food Restaurants,Ripon,US,43.850208,-88.850306,Pizza Hut,54971,Wisconsin
4559,2800 Belvidere Rd,Fast Food Restaurants,Waukegan,US,42.349574,-87.871288,Pizza Hut,60085,Illinois
4560,1614 Camden Rd,Fast Food Restaurants,Charlotte,US,35.214129,-80.857516,Price's Chicken Coop,28203,North Carolina
4561,1150 El Camino Real,Fast Food Restaurant and Burger Joint,San Bruno,US,37.636267,-122.420724,Jollibee,94066,California
4562,1580 Hopkins St,Fast Food Restaurant,Berkeley,US,37.881665,-122.28165,Lilly's Restaurant,94707,California
4563,1110 Marshall Rd Ste E,Fast Food Restaurants,Vacaville,US,38.346786,-121.973129,Pizza Guys,95687,California
4564,2444 Virginia Ave,Fast Food Restaurants,Collinsville,US,36.711277,-79.907,Domino's Pizza,24078,Virginia
4565,2130 E Washington St,Fast Food Restaurants,Petersburg,US,37.2395,-77.3687,Domino's Pizza,23803,Virginia
4566,2010 S Main St,Fast Food Restaurants,Farmville,US,37.27401,-78.40122,Domino's Pizza,23901,Virginia
4567,10614 Patterson Ave,Fast Food Restaurants,Henrico,US,37.5971,-77.6085,Domino's Pizza,23238,Virginia
4568,66 Joshua Ln,Fast Food Restaurants,Palmyra,US,37.8948,-78.3044,Domino's Pizza,22963,Virginia
4569,70 S Airport Dr,Fast Food Restaurants,Henrico,US,37.5361,-77.3226,Domino's Pizza,23075,Virginia
4570,801 E Main St,Fast Food Restaurants,Russellville,US,35.2785,-93.1242,Domino's Pizza,72801,Arkansas
4571,120 Albany St,Fast Food Restaurants,New Brunswick,US,40.4965,-74.445407,Saladworks,8901,New Jersey
4572,240 Euclid Ave,Fast Food Restaurants,Cleveland,US,41.499607,-81.691391,Jimmy John's,44114,Ohio
4573,125 Miracle Mile,Fast Food Restaurants,Miami,US,25.750019,-80.257335,Jimmy John's,33134,Florida
4574,1916 Russellville Rd,Fast Food Restaurants,Bowling Green,US,36.979509,-86.467928,Jimmy John's,42101,Kentucky
4575,2060 West St,Fast Food Restaurants,Germantown,US,35.092638,-89.811673,Sakura Japanese Restaurant,38138,Tennessee
4576,9741 S Enos Ln,Fast Food Restaurants,Bakersfield,US,35.267234,-119.252777,Subway,93311,California
4577,1850 Dickinson Rd,Fast Food Restaurants,De Pere,US,44.43996,-88.03768,Domino's Pizza,54115,Wisconsin
4578,3311 London Rd,Fast Food Restaurants,Eau Claire,US,44.7849,-91.4631,Domino's Pizza,54701,Wisconsin
4579,3001 Highway 31 W,Fast Food Restaurants,White House,US,36.4651,-86.6581,Domino's Pizza,37188,Tennessee
4580,400 E Lincoln St,Fast Food Restaurants,Tullahoma,US,35.366245,-86.20364,Domino's Pizza,37388,Tennessee
4581,2145 W Emory Rd,Fast Food Restaurants,Powell,US,36.0288,-84.0319,Domino's Pizza,37849,Tennessee
4582,539 Paragon Mills Rd,Fast Food Restaurants,Nashville,US,36.0851,-86.7273,Domino's Pizza,37211,Tennessee
4583,2200 E Broadway Ave,Fast Food Restaurants,Maryville,US,35.7829,-83.9479,Domino's Pizza,37804,Tennessee
4584,7464 Winchester Rd,Fast Food Restaurants,Memphis,US,35.0506,-89.8139,Domino's Pizza,38125,Tennessee
4585,12209 S Strang Line Rd,Fast Food Restaurants,Olathe,US,38.907564,-94.774207,Steak 'n Shake,66062,Kansas
4586,1640 E Tipton St,Fast Food Restaurant,Seymour,US,38.958114,-85.862718,Steak 'n Shake,47274,Indiana
4587,520 Town Center St N,"American Restaurant, Fast Food Restaurant, and Burger Joint",Mooresville,US,39.619532,-86.353537,Steak 'n Shake,46158,Indiana
4588,520 Town Center St N,Fast Food Restaurant,Mooresville,US,39.619532,-86.353537,Steak 'n Shake,46158,Indiana
4589,200 Meijer Dr,"American Restaurant, Fast Food Restaurant, and Breakfast Spot",Lafayette,US,40.420709,-86.821222,Steak 'n Shake,47905,Indiana
4590,518 Essex Dr,"American Restaurant, Fast Food Restaurant, and Breakfast Spot",Kokomo,US,40.482865,-86.10724,Steak 'n Shake,46901,Indiana
4591,101 W Maryland St,"American Restaurant, Fast Food Restaurant, and Breakfast Spot",Indianapolis,US,39.765665,-86.159998,Steak 'n Shake,46225,Indiana
4592,101 W Maryland St,"American Restaurant, Fast Food Restaurant, and Breakfast Spot Downtown Indianapolis",Indianapolis,US,39.765665,-86.159998,Steak 'n Shake,46225,Indiana
4593,103 N State Road 135,Fast Food Restaurants,Greenwood,US,39.613954,-86.158305,Steak 'n Shake,46142,Indiana
4594,5600 Harvey St,Fast Food Restaurants,Muskegon,US,43.149312,-86.205827,Sbarro,49444,Michigan
4595,1028 Meadowlands Dr,Fast Food Restaurants,Saint Paul,US,45.079813,-93.058878,Sbarro,55127,Minnesota
4596,4700 Millhaven Rd,Fast Food Restaurants,Monroe,US,32.500052,-92.057034,Sbarro,71203,Louisiana
4597,64 Oakbrook Ctr,Fast Food Restaurants,Oak Brook,US,41.847612,-87.952829,Sbarro,60523,Illinois
4598,265 E 5th St,Fast Food,Long Beach,US,33.772625,-118.189887,Subway,90802,California
4599,11468 Marketplace Dr N,Fast Food Restaurants,Champlin,US,45.161566,-93.390549,Jimmy John's,55316,Minnesota
4600,11468 Marketplace Dr N,Fast Food Restaurant,Champlin,US,45.161566,-93.390549,Jimmy John's,55316,Minnesota
4601,528 Kaighns Ave,Fast Food Restaurants,Camden,US,39.9308,-75.118725,Low Chinese American Restaurant,8103,New Jersey
4602,6444 Pearl Rd,Fast Food Restaurants,Cleveland,US,41.3855,-81.7703,Domino's Pizza,44130,Ohio
4603,8834 Reading Rd,Fast Food Restaurants,Cincinnati,US,39.2218,-84.4415,Domino's Pizza,45215,Ohio
4604,1454 Sheridan Ave,Fast Food Restaurants,Cody,US,44.526,-109.059,Domino's Pizza,82414,Wyoming
4605,444 Broadwater Ave,Fast Food Restaurants,Billings,US,45.7771,-108.527,Domino's Pizza,59101,Montana
4606,111 South Ave W,Fast Food Restaurants,Missoula,US,46.8488,-113.998,Domino's Pizza,59801,Montana
4607,275 Yellowstone Ave,Fast Food Restaurants,Pocatello,US,42.88,-112.452,Domino's Pizza,83201,Idaho
4608,112 E Seltice Way,Fast Food Restaurants,Post Falls,US,47.715,-116.948,Domino's Pizza,83854,Idaho
4609,2017 N Poplar St,Fast Food Restaurants,Leadville,US,39.261659,-106.2914,Pizza Hut,80461,Colorado
4610,8 Carol Rd,Fast Food Restaurants,Winchester,US,38.00745,-84.209169,Pizza Hut,40391,Kentucky
4611,2733 W Broadway,Fast Food Restaurants,Louisville,US,38.249545,-85.797123,Pizza Hut,40211,Kentucky
4612,543 S Limestone,Fast Food Restaurants,Lexington,US,38.038369,-84.507145,Pizza Hut,40508,Kentucky
4613,3820 7th Street Rd,Fast Food Restaurants,Louisville,US,38.195464,-85.80256,Pizza Hut,40216,Kentucky
4614,9705 Dixie Hwy,Fast Food Restaurants,Louisville,US,38.115353,-85.860688,Pizza Hut,40272,Kentucky
4615,3630 Boston Rd,Fast Food Restaurants,Lexington,US,37.98097,-84.550339,Pizza Hut,40514,Kentucky
4616,2916 N Ashley St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Valdosta,US,30.871864,-83.290085,Arby's,31602,Georgia
4617,1105 N Slappey Blvd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Albany,US,31.592102,-84.176434,Arby's,31701,Georgia
4618,2718 Dawson Rd,Fast Food Restaurant,Albany,US,31.619308,-84.224919,Arby's,31707,Georgia
4619,2826 E Pinetree Blvd,Fast Food Restaurant,Thomasville,US,30.853628,-83.950632,Arby's,31792,Georgia
4620,2826 E Pinetree Blvd,Fast Food Restaurants,Thomasville,US,30.853628,-83.950632,Arby's,31792,Georgia
4621,410 S Columbia Ave Ste Q,Fast Food,Rincon,US,32.276586,-81.22894,Arby's,31326,Georgia
4622,2635 Skidaway Rd,Fast Food Restaurant,Savannah,US,32.041732,-81.064338,Arby's,31404,Georgia
4623,2635 Skidaway Rd,Fast Food,Savannah,US,32.041732,-81.064338,Arby's,31404,Georgia
4624,307 Mall Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Savannah,US,32.003333,-81.11333,Arby's,31406,Georgia
4625,103 Russell Pkwy,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Warner Robins,US,32.593449,-83.623179,Arby's,31088,Georgia
4626,2061 Watson Blvd,Fast Food Restaurant,Warner Robins,US,32.617941,-83.652608,Arby's,31093,Georgia
4627,3100 Riverside Dr,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Macon,US,32.891349,-83.678165,Arby's,31210,Georgia
4628,3100 Riverside Dr,Fast Food Restaurants,Macon,US,32.891349,-83.678165,Arby's,31210,Georgia
4629,3100 Riverside Dr,"Restaurant, Fast Food Restaurant, and Sandwich Place",Macon,US,32.891349,-83.678165,Arby's,31210,Georgia
4630,3100 Riverside Dr,Fast Food Restaurant and Sandwich Place,Macon,US,32.891349,-83.678165,Arby's,31210,Georgia
4631,4500 Forsyth Rd,Fast Food,Macon,US,32.870473,-83.702864,Arby's,31210,Georgia
4632,975 Gray Hwy,Fast Food,Macon,US,32.853768,-83.618154,Arby's,31211,Georgia
4633,975 Gray Hwy,Fast Food Restaurants,Macon,US,32.853768,-83.618154,Arby's,31211,Georgia
4634,209 W General Screven Way,Fast Food Restaurants,Hinesville,US,31.842958,-81.600625,Arby's,31313,Georgia
4635,1823 Walton Way,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Augusta,US,33.476141,-81.99899,Arby's,30904,Georgia
4636,2500 N Columbia St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Milledgeville,US,33.113768,-83.259959,Arby's,31061,Georgia
4637,2500 N Columbia St,Fast Food Restaurant,Milledgeville,US,33.113768,-83.259959,Arby's,31061,Georgia
4638,1825 Washington Rd,Fast Food Restaurants,Thomson,US,33.506206,-82.503494,Arby's,30824,Georgia
4639,801 W 10th St,Fast Food Restaurant,Indianapolis,US,39.780626,-86.172065,Arby's,46202,Indiana
4640,1119 LoweGrout Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Iowa,US,30.253407,-93.014612,Arby's,70647,Louisiana
4641,405 McCall Rd,Fast Food Restaurant,Manhattan,US,39.189966,-96.553984,Arby's,66502,Kansas
4642,405 McCall Rd,"Restaurant, Sandwich Place, and Fast Food Restaurant",Manhattan,US,39.189966,-96.553984,Arby's,66502,Kansas
4643,6925 S Rainbow Blvd,Fast Food,Las Vegas,US,36.062856,-115.243028,Panda Express,89118,Nevada
4644,1 Massillon Marketplace Dr SW,Fast Food Restaurants,Massillon,US,40.767434,-81.522438,Subway,44646,Ohio
4645,3950 W Lake Mead Blvd,Fast Food Restaurants,North Las Vegas,US,36.199929,-115.193215,Subway,89032,Nevada
4646,2375 E Tropicana Ave,Fast Food,Las Vegas,US,36.099495,-115.12035,Subway,89119,Nevada
4647,310 E Lincolnway,Fast Food,Cheyenne,US,41.134444,-104.811619,Arby's,82001,Wyoming
4648,996 Fairmont Rd,Fast Food Restaurant,Morgantown,US,39.630271,-79.986702,Arby's,26501,West Virginia
4649,23 Southland Dr,Fast Food,Fairmont,US,39.431593,-80.185734,Arby's,26554,West Virginia
4650,23 Southland Dr,Fast Food Restaurants,Fairmont,US,39.431593,-80.185734,Arby's,26554,West Virginia
4651,512 N Jefferson St,Fast Food,Lewisburg,US,37.8117,-80.431708,Arby's,24901,West Virginia
4652,3110 South 8th Street,Fast Food Restaurant,Wisconsin Rapids,US,44.366678,-89.817447,Arby's,54494,Wisconsin
4653,3020 Central Ave,Fast Food,Hot Springs National Park,US,34.479896,-93.060339,Arby's,71913,Arkansas
4654,3020 Central Ave,Fast Food Restaurant,Hot Springs National Park,US,34.479896,-93.060339,Arby's,71913,Arkansas
4655,2234 Fayetteville Rd,Fast Food,Van Buren,US,35.469122,-94.355803,Arby's,72956,Arkansas
4656,1001 W Main St,Fast Food Restaurants,Jacksonville,US,34.866628,-92.120571,Arby's,72076,Arkansas
4657,9624 N Rodney Parham Rd,Fast Food Restaurants,Little Rock,US,34.761001,-92.381014,Arby's,72227,Arkansas
4658,9624 N Rodney Parham Rd,"Restaurant, Fast Food Restaurant, and Sandwich Place Reservoir",Little Rock,US,34.761001,-92.381014,Arby's,72227,Arkansas
4659,10733 Kenai Spur Hwy,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Kenai,US,60.557028,-151.241555,Arby's,99611,Alaska
4660,444 W Wyandot Ave,Fast Food Restaurants,Upper Sandusky,US,40.827469,-83.288942,Subway,43351,Ohio
4661,4041 State Rd,Sandwich Place and Fast Food Restaurant,Cuyahoga Falls,US,41.181699,-81.508584,Subway,44223,Ohio
4662,4195 Massillon Rd,Fast Food Restaurants,Uniontown,US,40.948207,-81.465119,Subway,44685,Ohio
4663,3240 Technology Blvd,Fast Food Restaurant,Bozeman,US,45.669431,-111.081188,Arby's,59718,Montana
4664,4110 Moseby St,Fast Food Restaurant,Columbia,US,34.02253,-80.943727,Arby's,29207,South Carolina
4665,3575 S 8400 W,Fast Food,Magna,US,40.694854,-112.090987,Arby's,84044,Utah
4666,15244 N Thornton Rd,Fast Food Restaurant,Lodi,US,38.117688,-121.391985,Arby's,95242,California
4667,216 S Sandusky St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Delaware,US,40.291657,-83.068976,Arby's,43015,Ohio
4668,3730 N Maize Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Wichita,US,37.75047,-97.462143,Arby's,67205,Kansas
4669,301 White House Crossing Way Suite A,Fast Food Restaurant,White House,US,36.469685,-86.678683,Arby's,37188,Tennessee
4670,8375 Mapes Rd,Fast Food,Fort George G Meade,US,39.098024,-76.755445,Arby's,20755,Maryland
4671,93 Hwy 205,Fast Food,Terrell,US,32.738517,-96.303893,Arby's,75160,Texas
4672,3460 S College Ave,Fast Food Restaurants,Fort Collins,US,40.539839,-105.076591,Arby's,80525,Colorado
4673,1617 E Eisenhower Blvd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Loveland,US,40.407911,-105.052851,Arby's,80537,Colorado
4674,8720 Manchester Rd,Fast Food Restaurants,Saint Louis,US,38.612093,-90.346752,Arby's,63144,Missoui
4675,8720 Manchester Rd,"Restaurant, Fast Food Restaurant, and Sandwich Place",Saint Louis,US,38.612093,-90.346752,Arby's,63144,Missoui
4676,57622 29 Palms Hwy,Fast Food Restaurant,Yucca Valley,US,34.12629,-116.406246,Arby's,92284,California
4677,7101 Democracy Blvd,Fast Food Restaurants,Bethesda,US,39.022386,-77.148461,Sarku Japan,20817,Maryland
4678,1901 Junipero Serra Blvd,Fast Food,Daly City,US,37.701907,-122.470537,Round Table Pizza,94014,California
4679,501 Harrison Ave,Fast Food Restaurants,Jeannette,US,40.332139,-79.606104,Johnny's Wife's Place,15644,Pennsylvania
4680,695 Eastern Ave,Fast Food,Malden,US,42.429621,-71.049616,Subway,2148,Massachusetts
4681,74 Taunton Ave,Fast Food Restaurants,Seekonk,US,41.823655,-71.344776,Subway,2771,Massachusetts
4682,24 N 3rd St,Fast Food Restaurant,Waterville,US,41.499703,-83.719818,Subway,43566,Ohio
4683,231 Main Ave SW,Fast Food Restaurants,Warren,US,41.211014,-80.815577,Subway,44481,Ohio
4684,23519 Us Highway 23 S,Fast Food Restaurants,Circleville,US,39.587926,-82.954057,Subway,43113,Ohio
4685,816 Westfield St,Fast Food Restaurants,West Springfield,US,42.106291,-72.64405,Subway,1089,Massachusetts
4686,665 Boston Rd,Fast Food Restaurants,Springfield,US,42.135589,-72.522918,Subway,1119,Massachusetts
4687,3988 Mayfield Rd,Fast Food Restaurants,Cleveland,US,41.520694,-81.536728,Subway,44121,Ohio
4688,3526 Cleveland Ave NW,Fast Food Restaurants,Canton,US,40.837406,-81.38972,Subway,44709,Ohio
4689,3515 Tiffin Ave,Fast Food Restaurants,Sandusky,US,41.4195,-82.757931,Subway,44870,Ohio
4690,35121 Royalton Rd,Fast Food Restaurants,Grafton,US,41.313987,-82.003016,Subway,44044,Ohio
4691,35535 Euclid Ave,Fast Food Restaurants,Willoughby,US,41.626435,-81.434745,Subway,44094,Ohio
4692,3810 W Neptune St,Fast Food Restaurants,Tampa,US,27.930219,-82.506056,Moe's Southwest Grill,33629,Florida
4693,5105 E Fowler Ave,Middle Eastern Restaurant and Fast Food Restaurant,Tampa,US,28.054336,-82.399475,Pita's Republic,33617,Florida
4694,50 Reynoldsburg New Albany Rd,Fast Food Restaurants,Blacklick,US,39.983748,-82.813997,Bob Evans,43004,Ohio
4695,3409 Seajay Dr,Fast Food Restaurants,Dayton,US,39.722326,-84.064968,Bob Evans,45430,Ohio
4696,1517 N Sandusky Ave,Fast Food Restaurants,Bucyrus,US,40.82275,-82.973909,Bob Evans,44820,Ohio
4697,2217 E Colonial Dr,Fast Food,Orlando,US,28.553236,-81.353,Firehouse Subs,32803,Florida
4698,5630 Washington Avenue,Fast Food,Racine,US,42.721456,-87.848858,Panera Bread,53406,Wisconsin
4699,2095 North Calhoun Road,Fast Food,Brookfield,US,43.058145,-88.127794,Panera Bread,53005,Wisconsin
4700,3129 N Oakland Ave,Fast Food Restaurant,Milwaukee,US,43.075009,-87.887842,Jimmy John's,53211,Wisconsin
4701,326 N Chester Pike,Fast Food Restaurants,Glenolden,US,39.903139,-75.283903,Subway,19036,Pennsylvania
4702,2505 Mccain Blvd,Fast Food Restaurant,North Little Rock,US,34.797515,-92.237387,Waffle House,72116,Arkansas
4703,116 Marshall Rd,Fast Food Restaurant,Jacksonville,US,34.868781,-92.128654,Waffle House,72076,Arkansas
4704,1136 Baltimore Pike,Fast Food Restaurants,Springfield,US,39.913852,-75.345867,Subway,19064,Pennsylvania
4705,600 Factory Outlet Dr,Fast Food Restaurant,Arcadia,US,32.559991,-92.914415,Subway,71001,Louisiana
4706,16470 Highway 190,Fast Food Restaurants,Port Barre,US,30.547147,-91.977483,Subway,70577,Louisiana
4707,6138 Greenwood Rd,Fast Food Restaurant,Shreveport,US,32.452003,-93.860788,Subway,71119,Louisiana
4708,922 Front St,Fast Food Restaurants,Cottonport,US,30.987445,-92.056574,Subway,71327,Louisiana
4709,1325 Dove Rd,Sandwiches / Fast Food / American,Hebron,US,40.175941,-97.575822,Subway,68370,Nebraska
4710,128 W State St,Fast Food Restaurants,Albion,US,41.690786,-97.997301,Subway,68620,Nebraska
4711,4301 Sidco Dr,Fast Food Restaurant,Nashville,US,36.084543,-86.762001,Waffle House,37204,Tennessee
4712,949 Louisville Hwy,Fast Food Restaurant,Goodlettsville,US,36.350898,-86.714313,Waffle House,37072,Tennessee
4713,1177 Bells Ferry Rd,Fast Food Restaurants,Marietta,US,33.980173,-84.559339,Subway,30066,Georgia
4714,2440 Shurling Dr,Fast Food Restaurants,Macon,US,32.86607,-83.57982,Subway,31211,Georgia
4715,7525 Covington Hwy,Fast Food Restaurants,Lithonia,US,33.706851,-84.115384,Subway,30058,Georgia
4716,2765 Lee Rd,Fast Food Restaurants,Lithia Springs,US,33.733688,-84.667932,Subway,30122,Georgia
4717,1505 Philema Rd S,Fast Food Restaurants,Leesburg,US,31.627951,-84.1222,Subway,31763,Georgia
4718,2506 Augusta Rd,Fast Food Restaurant,West Columbia,US,33.982437,-81.099979,Waffle House,29169,South Carolina
4719,1849 42nd St,Fast Food Restaurants,Florence,US,44.003145,-124.100431,Subway,97439,Oregon
4720,236 Kelley St,Fast Food Restaurants,Lake City,US,33.877497,-79.756713,Subway,29560,South Carolina
4721,211 Radford Blvd,Fast Food Restaurants,Dillon,US,34.431324,-79.365659,Subway,29536,South Carolina
4722,2103 W Bobo Newsom Hwy,Fast Food Restaurants,Hartsville,US,34.36316,-80.127755,Subway,29550,South Carolina
4723,156 Magnolia St,Fast Food Restaurants,Spartanburg,US,34.950914,-81.934008,Subway,29306,South Carolina
4724,1539 Bells Hwy,Fast Food Restaurants,Walterboro,US,32.92772,-80.68687,Subway,29488,South Carolina
4725,3007 Buford Hwy NE,Fast Food,Atlanta,US,33.835014,-84.337935,Dunkin' Donuts,30329,Georgia
4726,1270 Crabb River Rd,Fast Food Restaurants,Richmond,US,29.551541,-95.694136,Subway,77469,Texas
4727,1003 W Diversey Pkwy,Fast Food,Chicago,US,41.93263,-87.654056,Subway,60614,Illinois
4728,1025 5th St,Fast Food Restaurants,Calhan,US,39.035936,-104.303651,Subway,80808,Colorado
4729,1985 Empire Park Dr,Fast Food Restaurants,Eugene,US,44.084669,-123.155932,Subway,97402,Oregon
4730,2715 Row River Rd,Fast Food Restaurants,Cottage Grove,US,43.799202,-123.03867,Subway,97424,Oregon
4731,1607 Williams Hwy,Fast Food Restaurants,Grants Pass,US,42.421768,-123.332838,Subway,97527,Oregon
4732,984 S Main St,Fast Food Restaurants,Lapeer,US,43.036288,-83.323182,Taco Bell,48446,Michigan
4733,1020 28th Ave,Fast Food Restaurants,Greeley,US,40.422481,-104.725293,Subway,80634,Colorado
4734,207 S Main St,Fast Food Restaurants,Royal Oak,US,42.488906,-83.144261,Comet Burgers,48067,Michigan
4735,2017 Camino Del Este,Fast Food Restaurant and Mexican Restaurant,San Diego,US,32.770004,-117.142929,El Pollo Loco,92108,California
4736,2017 Camino Del Este,Mexican Restaurant and Fast Food Restaurant,San Diego,US,32.770004,-117.142929,El Pollo Loco,92108,California
4737,171 E 17th St,Fast Food,Costa Mesa,US,33.63609,-117.919739,Baja Fresh Mexican Grill,92627,California
4738,5830 9th Ave N,Fast Food Restaurants,Saint Petersburg,US,27.7808,-82.713,Domino's Pizza,33710,Florida
4739,5102 W Northern Ave,Fast Food Restaurants,Glendale,US,33.5531,-112.1689,Domino's Pizza,85301,Arizona
4740,21 Maiden Ln,Fast Food,New York,US,40.709333,-74.008955,SUBWAY®,10038,New York
4741,13131 Merrick Blvd,Fast Food,Jamaica,US,40.6795,-73.7609,Domino's Pizza,11434,New York
4742,13857 Queens Blvd,Fast Food Restaurants,Jamaica,US,40.7076,-73.8172,Domino's Pizza,11435,New York
4743,132 W Fulton St,Fast Food Restaurants,Gloversville,US,43.051,-74.3516,Domino's Pizza,12078,New York
4744,2430 Middle Country Rd,Fast Food Restaurants,Centereach,US,40.8581,-73.0978,Domino's Pizza,11720,New York
4745,108 Washington Ave,Fast Food Restaurants,Endicott,US,42.1021,-76.0483,Domino's Pizza,13760,New York
4746,1479 Fulton St,Fast Food,Brooklyn,US,40.6801,-73.9421,Domino's Pizza,11216,New York
4747,3563 Sheridan Dr,Fast Food Restaurants,Buffalo,US,42.9794,-78.8013,Domino's Pizza,14226,New York
4748,720 Broadway,Fast Food,Saugus,US,42.474117,-71.023476,Burger King,1906,Massachusetts
4749,720 Broadway,Fast Food Restaurant,Saugus,US,42.474117,-71.023476,Burger King,1906,Massachusetts
4750,188 Turnpike St,Fast Food Restaurant and Burger Joint,North Andover,US,42.674359,-71.12735,Burger King,1845,Massachusetts
4751,52 Middlesex Tpke,Fast Food Restaurant,Burlington,US,42.472464,-71.212248,Burger King,1803,Massachusetts
4752,176 Waverly St,Fast Food Restaurant and Burger Joint,Framingham,US,42.278446,-71.407199,Burger King,1702,Massachusetts
4753,163 Madison St,Fast Food Restaurant and Burger Joint,Worcester,US,42.254971,-71.799431,Burger King,1610,Massachusetts
4754,141 Dorman Centre Dr,Fast Food Restaurants,Spartanburg,US,34.934421,-81.986565,McDonald's,29301,South Carolina
4755,9595 N Kings Hwy,Fast Food Restaurant,Myrtle Beach,US,33.776512,-78.795359,McDonald's,29572,South Carolina
4756,105 Fleming St,Fast Food,Laurens,US,34.504943,-82.009568,McDonald's,29360,South Carolina
4757,102 N Longstreet St,Fast Food Restaurants,Kingstree,US,33.663164,-79.833356,McDonald's,29556,South Carolina
4758,9114 N Newport Hwy,Fast Food Restaurant,Spokane,US,47.739804,-117.411201,Wendy's,99218,Washington
4759,4401 S Regal St,Fast Food Restaurant,Spokane,US,47.613523,-117.36849,Wendy's,99223,Washington
4760,830 N Division St,Fast Food Restaurant and Burger Joint,Spokane,US,47.665541,-117.410838,Wendy's,99202,Washington
4761,15945 Redmond Way,Fast Food Restaurant,Redmond,US,47.674402,-122.127855,Wendy's,98052,Washington
4762,230 Rainier Ave S,Fast Food Restaurant and Burger Joint Downtown Renton,Renton,US,47.480874,-122.217182,Wendy's,98057,Washington
4763,13514 NE 175th St,Fast Food Restaurant,Woodinville,US,47.754521,-122.158901,Wendy's,98072,Washington
4764,11744 Lake City Way NE,Fast Food,Seattle,US,47.714404,-122.298036,Wendy's,98125,Washington
4765,21 N Main St,Fast Food Restaurant,Rutland,US,43.609585,-72.97245,Wendy's,5701,Vermont
4766,1345 Southern Hills Ctr,Fast Food Restaurants,West Plains,US,36.715874,-91.871686,Taco Bell,65775,Missoui
4767,2249 E Sunshine St,Fast Food Restaurant,Springfield,US,37.181419,-93.251637,Taco Bell,65804,Missoui
4768,629 W Sunshine St,Fast Food Restaurant,Springfield,US,37.182473,-93.299056,Taco Bell,65807,Missoui
4769,1020 Cave Springs Blvd,Fast Food Restaurant Saint Charles,Saint Peters,US,38.793782,-90.571991,Taco Bell,63376,Missoui
4770,1324 Hampton Ave,Fast Food Restaurant,Saint Louis,US,38.625824,-90.287392,Taco Bell,63139,Missoui
4771,1116 S Rock St,Fast Food Restaurants,Sheridan,US,34.293802,-92.399002,Subway,72150,Arkansas
4772,425 W Capitol Ave,Fast Food Restaurants,Little Rock,US,34.744258,-92.275343,Subway,72201,Arkansas
4773,1600 Highway 95,Fast Food Restaurants,Morrilton,US,35.113366,-92.44738,Subway,72110,Arkansas
4774,1305 N Main St,Fast Food Restaurant,Brinkley,US,34.903863,-91.198013,Subway,72021,Arkansas
4775,550 Skyline Dr,Fast Food Restaurants,Conway,US,35.112252,-92.432532,Subway,72032,Arkansas
4776,94 S Broadview St,Fast Food Restaurants,Greenbrier,US,35.218833,-92.388328,Subway,72058,Arkansas
4777,3527 Macon Rd,Fast Food Restaurant,Columbus,US,32.485261,-84.93605,Taco Bell,31907,Georgia
