,address,categories,city,country,latitude,longitude,name,postalCode,state
7182,1509 Oregon Pike,Fast Food Restaurants,Lancaster,US,40.061854,-76.305615,Grand China Chinese Restaurant,17601,Pennsylvania
7183,1736 Mccoy Rd,Fast Food Restaurant,Orlando,US,28.450559,-81.35708,Waffle House,32809,Florida
7184,9587 Charleston Hwy,Fast Food Restaurant and Burger Joint,Saint George,US,33.270355,-80.56707,Dairy Queen,29477,South Carolina
7185,807 E Parham Rd,Fast Food Restaurant,Richmond,US,37.634917,-77.456813,Dairy Queen,23227,Virginia
7186,807 E Parham Rd,Ice Cream Shop and Fast Food Restaurant,Richmond,US,37.634917,-77.456813,Dairy Queen,23227,Virginia
7187,808 Memorial Dr,Fast Food Restaurants,Manitowoc,US,44.110821,-87.640051,Dairy Queen,54220,Wisconsin
7188,739 Phillips Blvd,Fast Food Restaurants,Sauk City,US,43.271257,-89.731119,Dairy Queen,53583,Wisconsin
7189,6690 Greensboro Rd,Fast Food Restaurants,Ridgeway,US,36.599513,-79.862318,Dairy Queen,24148,Virginia
7190,708 Smithville Hwy,Fast Food Restaurants,McMinnville,US,35.694223,-85.778753,Dairy Queen,37110,Tennessee
7191,4501 Jamboree Rd,Hot Dog Joint and Fast Food Restaurant,Newport Beach,US,33.663653,-117.857658,Wienerschnitzel,92660,California
7192,3342 Mchenry Ave,Fast Food Restaurant,Modesto,US,37.686467,-120.994252,Wienerschnitzel,95350,California
7193,3012 E Artesia Blvd,Hot Dog Joint and Fast Food Restaurant,Long Beach,US,33.874466,-118.157505,Wienerschnitzel,90805,California
7194,3012 E Artesia Blvd,Fast Food,Long Beach,US,33.874466,-118.157505,Wienerschnitzel,90805,California
7195,4901 Cherry Ave,Fast Food,Long Beach,US,33.846456,-118.168514,Wienerschnitzel,90807,California
7196,323 S Livermore Ave,Fast Food,Livermore,US,37.680461,-121.766399,Wienerschnitzel,94550,California
7197,18539 Kuykendahl Rd,Fast Food Restaurants,Spring,US,30.039622,-95.487995,Pizza Hut,77379,Texas
7198,801 W Davis St,Fast Food Restaurants,Cle Elum,US,47.194198,-120.95327,Taco Del Mar,98922,Washington
7199,8801 N Indian Trail Rd,Fast Food Restaurant,Spokane,US,47.739033,-117.484587,Taco Del Mar,99208,Washington
7200,1325 S Lone Hill Ave,Fast Food,Glendora,US,34.115271,-117.82956,Wendy's,91740,California
7201,2810 Imperial Hwy,Fast Food Restaurant,Fullerton,US,33.91005,-117.881367,Wendy's,92835,California
7202,15110 Summit Ave,Fast Food Restaurant,Fontana,US,34.148463,-117.474549,Wendy's,92336,California
7203,105 S Highway 52,Fast Food Restaurant and American Restaurant,Moncks Corner,US,33.189082,-79.998718,Sonic Drive-In,29461,South Carolina
7204,2868 N Highway 17,Fast Food Restaurants,Mount Pleasant,US,32.858358,-79.796502,Sonic Drive-In,29466,South Carolina
7205,804 Highway 1 S,American Restaurant and Fast Food Restaurant,Lugoff,US,34.230539,-80.671944,Sonic Drive-In,29078,South Carolina
7206,2022 Mccrays Mill Rd,Fast Food Restaurants,Sumter,US,33.903675,-80.382367,Sonic Drive-In,29154,South Carolina
7207,2022 Mccrays Mill Rd,Fast Food Restaurant and American Restaurant,Sumter,US,33.903675,-80.382367,Sonic Drive-In,29154,South Carolina
7208,545 SW Cutoff,Fast Food Restaurants,Worcester,US,42.21131,-71.796622,Papa Gino's,1607,Massachusetts
7209,1307 S Main St,"Taco Place, Mexican Restaurant, and Fast Food Restaurant",West Bend,US,43.40367,-88.181151,Taco Bell,53095,Wisconsin
7210,405 W Sunset Dr,Fast Food Restaurant and Mexican Restaurant,Waukesha,US,42.988297,-88.235058,Taco Bell,53189,Wisconsin
7211,2005 Mccoy Rd,Fast Food Restaurants,Sun Prairie,US,43.175383,-89.248273,Taco Bell,53590,Wisconsin
7212,2005 Mccoy Rd,Fast Food Restaurant,Sun Prairie,US,43.175383,-89.248273,Taco Bell,53590,Wisconsin
7213,2005 Mccoy Rd,Fast Food Restaurant and Mexican Restaurant,Sun Prairie,US,43.175383,-89.248273,Taco Bell,53590,Wisconsin
7214,2030 N Alma School Rd,Fast Food,Chandler,US,33.335453,-111.859934,Taco Bell,85224,Arizona
7215,8011 Sheridan Rd,Fast Food Restaurants,White Hall,US,34.259993,-92.1008,Taco Bell,71602,Arkansas
7216,7201 Highway 107,Fast Food Restaurants,Sherwood,US,34.820266,-92.232909,Taco Bell,72120,Arkansas
7217,406 S Thompson St,Fast Food Restaurants,Springdale,US,36.182436,-94.138658,Taco Bell,72764,Arkansas
7218,435 Highway 425 N,Fast Food Restaurants,Monticello,US,33.622512,-91.802495,Taco Bell,71655,Arkansas
7219,4855 Babcock St NE,Fast Food Restaurant,Palm Bay,US,28.029579,-80.621111,Taco Bell,32905,Florida
7220,3800 Northlake Blvd,Fast Food Restaurants,West Palm Beach,US,26.808082,-80.094745,Taco Bell,33403,Florida
7221,5400 N Orange Blossom Trl,Fast Food,Orlando,US,28.60745,-81.424974,Taco Bell,32810,Florida
7222,4225 E Colonial Dr,Fast Food Restaurants,Orlando,US,28.553776,-81.332724,Taco Bell,32803,Florida
7223,12151 S Orange Blossom Trl,Fast Food Restaurant,Orlando,US,28.389005,-81.403977,Taco Bell,32837,Florida
7224,8699 Coral Way,Fast Food Restaurant,Miami,US,25.74767,-80.335582,Taco Bell,33155,Florida
7225,15201 SW 104th St,Fast Food Restaurant,Miami,US,25.670462,-80.440264,Taco Bell,33196,Florida
7226,4689 Highway 90,Fast Food,Marianna,US,30.767907,-85.204358,Taco Bell,32446,Florida
7227,2466 N State Road 7,Fast Food Restaurant,Pompano Beach,US,26.258699,-80.201426,Taco Bell,33063,Florida
7228,1350 NW 87th Ave,Fast Food Restaurant,Miami,US,25.785753,-80.336772,Taco Bell,33172,Florida
7229,3330 S Congress Ave,Fast Food,Lake Worth,US,26.627255,-80.088649,Taco Bell,33461,Florida
7230,3330 S Congress Ave,Fast Food Restaurant,Lake Worth,US,26.627255,-80.088649,Taco Bell,33461,Florida
7231,6380 Hypoluxo Rd,Fast Food Restaurant and Mexican Restaurant,Lake Worth,US,26.572105,-80.144299,Taco Bell,33463,Florida
7232,7331 103rd St,Fast Food Restaurant and Mexican Restaurant,Jacksonville,US,30.248688,-81.767454,Taco Bell,32210,Florida
7233,2958 NW Federal Hwy,Fast Food Restaurant and Mexican Restaurant,Jensen Beach,US,27.241265,-80.270973,Taco Bell,34957,Florida
7234,10400 Philips Hwy,Fast Food Restaurant,Jacksonville,US,30.179783,-81.554069,Taco Bell,32256,Florida
7235,11270 Old Saint Augustine Rd,Fast Food Restaurant,Jacksonville,US,30.171602,-81.603326,Taco Bell,32257,Florida
7236,1445 Hal Greer Blvd,Fast Food Restaurants,Huntington,US,38.408625,-82.428301,McDonald's,25701,West Virginia
7237,111 S Kanawha St,Fast Food,Buckhannon,US,38.985879,-80.22557,McDonald's,26201,West Virginia
7238,11 Chaplin Rd,Fast Food,Morgantown,US,39.658259,-80.002164,McDonald's,26501,West Virginia
7239,111 N Evarts St,Fast Food,Powell,US,44.752821,-108.753097,McDonald's,82435,Wyoming
7240,105 Crossings Mall,Fast Food,Elkview,US,38.444792,-81.471072,McDonald's,25071,West Virginia
7241,1067 E Main St,Fast Food Restaurant,Milton,US,38.434434,-82.133633,McDonald's,25541,West Virginia
7242,1021 W Main St,Fast Food Restaurants,Bridgeport,US,39.281608,-80.270443,McDonald's,26330,West Virginia
7243,784 Virginia Ave,Fast Food Restaurant,Welch,US,37.434362,-81.576185,McDonald's,24801,West Virginia
7244,715 Oakvale Rd,Fast Food Restaurants,Princeton,US,37.362616,-81.059521,McDonald's,24740,West Virginia
7245,599 E 4th South St,Fast Food Restaurant,Green River,US,41.522128,-109.467464,McDonald's,82935,Wyoming
7246,606 Falls Rd,Fast Food Restaurant,Grafton,US,43.30974,-87.895343,McDonald's,53024,Wisconsin
7247,611 Shoshoni St,Fast Food Restaurants,Thermopolis,US,43.638393,-108.212282,McDonald's,82443,Wyoming
7248,5701 Yellowstone Rd,Fast Food Restaurant,Cheyenne,US,41.171305,-104.828613,McDonald's,82009,Wyoming
7249,5448 Big Tyler Rd,Fast Food Restaurant,Charleston,US,38.427026,-81.784478,McDonald's,25313,West Virginia
7250,4702 Robert C Byrd Dr,Fast Food Restaurant,Beckley,US,37.829076,-81.195903,McDonald's,25801,West Virginia
7251,4502 E Washington Ave,Fast food restaurants,Madison,US,43.128464,-89.308538,McDonald's,53704,Wisconsin
7252,440 Virginia Ave,Fast Food,Petersburg,US,38.993771,-79.11364,McDonald's,26847,West Virginia
7253,2615 N Pearl St,Fast Food Restaurants,Tacoma,US,47.271941,-122.515286,Taco Bell,98407,Washington
7254,3051 NW Bucklin Hill Rd,Fast Food Restaurants,Silverdale,US,47.65025,-122.690006,Taco Bell,98383,Washington
7255,4101 N Market St,Fast Food Restaurant and Mexican Restaurant,Spokane,US,47.696693,-117.365144,Taco Bell,99207,Washington
7256,17809 108th Ave SE,Fast Food Restaurant and Mexican Restaurant Cascade-Fairwood,Renton,US,47.442898,-122.196933,Taco Bell,98055,Washington
7257,1110 N 90th St,Fast Food Restaurant,Seattle,US,47.694193,-122.343986,Taco Bell,98103,Washington
7258,4919 196th St SW,Fast Food Restaurant,Lynnwood,US,47.821082,-122.299922,Taco Bell,98036,Washington
7259,17105 27th Ave NE,Fast Food Restaurant,Marysville,US,48.15112,-122.19372,Taco Bell,98271,Washington
7260,217 E College Way,Fast Food Restaurants,Mount Vernon,US,48.435876,-122.338155,Taco Bell,98273,Washington
7261,5105 N Road 68,Fast Food Restaurant and Mexican Restaurant,Pasco,US,46.273717,-119.184994,Taco Bell,99301,Washington
7262,2404 W Court St,Fast Food Restaurants,Pasco,US,46.241552,-119.122657,Taco Bell,99301,Washington
7263,22312 E Appleway Ave,Fast Food Restaurants,Liberty Lake,US,47.671343,-117.106283,Taco Bell,99019,Washington
7264,1308 S Burlington Blvd,Fast Food Restaurants,Burlington,US,48.459375,-122.335734,Taco Bell,98233,Washington
7265,2901 W Main St,Fast Food Restaurant and Mexican Restaurant,Waynesboro,US,38.081532,-78.927439,Taco Bell,22980,Virginia
7266,4597 Virginia Beach Blvd,Fast Food Restaurant and Mexican Restaurant,Virginia Beach,US,36.84314,-76.136219,Taco Bell,23462,Virginia
7267,2810 N Richmond St,Mexican Restaurant and Fast Food Restaurant,Appleton,US,44.287408,-88.41576,Taco Bell,54911,Wisconsin
7268,2124 S 1st St,Fast Food Restaurants,Yakima,US,46.571795,-120.488344,Taco Bell,98903,Washington
7269,2124 S 1st St,Fast Food Restaurant,Yakima,US,46.571795,-120.488344,Taco Bell,98903,Washington
7270,716 Seneca Rd,Chinese Restaurant and Fast Food Restaurant West Eugene,Eugene,US,44.051655,-123.141106,Panda Express,97402,Oregon
7271,817 N Wells St,Fast Food,Edna,US,28.984005,-96.649937,McDonald's,77957,Texas
7272,3625 Fishinger Boulevard,Fast Food,Hilliard,US,40.028743,-83.117536,Panera Bread,43026,Ohio
7273,2552 Eldridge Pkwy,Fast Food,Houston,US,29.734484,-95.624289,Panda Express,77082,Texas
7274,2718 E 57th Ave,Fast Food Restaurants,Spokane,US,47.602214,-117.369454,Pizza Pipeline,99223,Washington
7275,1592 W 49th St,Fast Food Restaurant,Hialeah,US,25.866516,-80.314634,Pollo Tropical,33012,Florida
7276,855 W State St,Fast Food Restaurants,Trenton,US,39.480693,-84.472044,Richard's Pizza,45067,Ohio
7277,7600 NW 57th St,Fast Food Restaurant,Fort Lauderdale,US,26.194901,-80.252177,McDonald's,33351,Florida
7278,2875 Apalachee Pkwy,Fast Food Restaurants,Tallahassee,US,30.426315,-84.231655,McDonald's,32301,Florida
7279,1944 N Monroe St,Fast Food,Tallahassee,US,30.466698,-84.285038,McDonald's,32303,Florida
7280,13655 W Sunrise Blvd,Fast Food,Fort Lauderdale,US,26.145904,-80.330358,McDonald's,33323,Florida
7281,10901 W Oakland Park Blvd,Fast Food Restaurant,Fort Lauderdale,US,26.168866,-80.29502,McDonald's,33351,Florida
7282,4896 Sun City Center Blvd,Fast Food,Sun City Center,US,27.712871,-82.336722,McDonald's,33573,Florida
7283,4166 Mariner Blvd,Fast Food Restaurant,Spring Hill,US,28.49498,-82.538006,McDonald's,34609,Florida
7284,4166 Mariner Blvd,Fast Food,Spring Hill,US,28.49498,-82.538006,McDonald's,34609,Florida
7285,787 S Washington Blvd,Fast Food Restaurant,Sarasota,US,27.328711,-82.53047,McDonald's,34236,Florida
7286,5821 Derek Ave,Fast Food Restaurant,Sarasota,US,27.268445,-82.483691,McDonald's,34238,Florida
7287,13600 Baltimore Ave,Fast Food Restaurants,Laurel,US,39.076247,-76.868233,Chick-fil-A,20707,Maryland
7288,19945 Century Blvd,Fast Food Restaurant,Germantown,US,39.183474,-77.262639,Chick-fil-A,20874,Maryland
7289,6709 Ritchie Hwy,Fast Food Restaurants,Glen Burnie,US,39.192571,-76.613391,Chick-fil-A,21061,Maryland
7290,221 Williams St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Cumberland,US,39.648138,-78.756651,Chick-fil-A,21502,Maryland
7291,4435 Lyndale Ave N,Fast Food,Minneapolis,US,45.036457,-93.288331,McDonald's,55412,Minnesota
7292,407 15th Ave SE,Fast Food,Minneapolis,US,44.980474,-93.234352,McDonald's,55414,Minnesota
7293,4605 Central Ave NE,Fast Food Restaurants,Minneapolis,US,45.051978,-93.247416,McDonald's,55421,Minnesota
7294,2400 Nicollet Ave,Fast Food Restaurant,Minneapolis,US,44.958841,-93.278373,McDonald's,55404,Minnesota
7295,3110 E Lake St,Fast Food Restaurants,Minneapolis,US,44.948824,-93.226688,McDonald's,55406,Minnesota
7296,9315 Medicine Lake Rd,Fast Food,Minneapolis,US,45.006726,-93.39851,McDonald's,55427,Minnesota
7297,720 Winnetka Ave N,Fast Food Restaurants,Minneapolis,US,44.986989,-93.380237,McDonald's,55427,Minnesota
7298,110 E Central Entrance,Fast Food,Duluth,US,46.800368,-92.130808,McDonald's,55811,Minnesota
7299,1 Central St,Fast Food Restaurants,Circle Pines,US,45.140508,-93.163537,McDonald's,55014,Minnesota
7300,3231 Northdale Blvd NW,Fast Food Restaurant,Minneapolis,US,45.196741,-93.346793,McDonald's,55448,Minnesota
7301,100 Garfield St S,Fast Food Restaurant,Cambridge,US,45.5717,-93.213928,McDonald's,55008,Minnesota
7302,90 Lake Dr E,Fast Food Restaurant,Chanhassen,US,44.861177,-93.523265,McDonald's,55317,Minnesota
7303,955 High Point Dr NE,Fast Food Restaurants,Byron,US,44.030246,-92.632922,McDonald's,55920,Minnesota
7304,9000 85th Ave N,Fast Food Restaurant,Minneapolis,US,45.109326,-93.396204,McDonald's,55445,Minnesota
7305,1202 Buccaneer Dr,Fast Food,Blue Earth,US,43.652766,-94.093075,McDonald's,56013,Minnesota
7306,1202 Buccaneer Dr,Fast Food Restaurant,Blue Earth,US,43.652766,-94.093075,McDonald's,56013,Minnesota
7307,521 W Washington St,Fast Food Restaurants,Brainerd,US,46.356945,-94.217769,McDonald's,56401,Minnesota
7308,521 W Washington St,Fast Food,Brainerd,US,46.356945,-94.217769,McDonald's,56401,Minnesota
7309,12945 Rolling Ridge Rd,Fast Food Restaurants,Becker,US,45.385615,-93.860864,McDonald's,55308,Minnesota
7310,7997 Southtown Ctr,Fast Food Restaurants,Minneapolis,US,44.859812,-93.308139,McDonald's,55431,Minnesota
7311,7997 Southtown Ctr,Fast Food Restaurant,Minneapolis,US,44.859812,-93.308139,McDonald's,55431,Minnesota
7312,7667 150th St W,Fast Food,Saint Paul,US,44.731934,-93.220841,McDonald's,55124,Minnesota
7313,1009 W Oakland Ave,Fast Food Restaurant,Austin,US,43.666573,-92.986218,McDonald's,55912,Minnesota
7314,1402 14th St NW,Fast Food,Austin,US,43.67817,-92.993398,McDonald's,55912,Minnesota
7315,1402 14th St NW,Fast Food Restaurant,Austin,US,43.67817,-92.993398,McDonald's,55912,Minnesota
7316,304 Blattner Dr,Fast Food Restaurants,Avon,US,45.605608,-94.450083,McDonald's,56310,Minnesota
7317,720 W Main St,Fast Food Restaurants,Anoka,US,45.207725,-93.406063,McDonald's,55303,Minnesota
7318,15232 Bluebird St NW,Fast Food Restaurant,Andover,US,45.246974,-93.303734,McDonald's,55304,Minnesota
7319,4910 Highway 29 S,Fast Food Restaurant,Alexandria,US,45.846846,-95.388876,McDonald's,56308,Minnesota
7320,840 Happy Trails Ln,Fast Food Restaurants,Albert Lea,US,43.657901,-93.31855,McDonald's,56007,Minnesota
7321,1023 Military Rd,Fast Food Restaurant,Benton,US,34.57242,-92.581822,McDonald's,72015,Arkansas
7322,1401 Phyllis St,Fast Food,Bentonville,US,36.356327,-94.18026,McDonald's,72712,Arkansas
7323,1260 S Constitution Ave,Fast Food Restaurants,Ashdown,US,33.659793,-94.117397,McDonald's,71822,Arkansas
7324,9495 108th Ave,Fast Food,Vero Beach,US,27.767319,-80.547916,McDonald's,32967,Florida
7325,9495 108th Ave,Fast Food Restaurant,Vero Beach,US,27.767319,-80.547916,McDonald's,32967,Florida
7326,325 Commercial Ct,Fast Food,Venice,US,27.105967,-82.384497,McDonald's,34292,Florida
7327,3445 Ronald Mcnair Way,Fast Food,Titusville,US,28.553225,-80.847222,McDonald's,32780,Florida
7328,3445 Ronald Mcnair Way,Fast Food Restaurant,Titusville,US,28.553225,-80.847222,McDonald's,32780,Florida
7329,400 Hatfield Dr,Fast Food Restaurants,Umatilla,US,28.931518,-81.666258,McDonald's,32784,Florida
7330,920 E Fowler Ave,Fast Food Restaurant,Tampa,US,28.054974,-82.450234,McDonald's,33612,Florida
7331,5393 Ehrlich Rd,Fast Food,Tampa,US,28.082887,-82.543341,McDonald's,33625,Florida
7332,4009 N Armenia Ave,Fast Food Restaurants,Tampa,US,27.974528,-82.484148,McDonald's,33607,Florida
7333,3411 E Busch Blvd,Fast Food Restaurant,Tampa,US,28.032283,-82.422253,McDonald's,33612,Florida
7334,1905 N Dale Mabry Hwy,Fast Food Restaurant,Tampa,US,27.959015,-82.504841,McDonald's,33607,Florida
7335,6015 Hill 23 Dr,Fast Food Restaurant,Flint,US,42.942841,-83.725989,McDonald's,48507,Michigan
7336,8298 Bustleton Ave,Fast Food,Philadelphia,US,40.066613,-75.051176,Dunkin' Donuts,19152,Pennsylvania
7337,8000 Pine Rd,Fast Food,Philadelphia,US,40.077221,-75.085188,Dunkin' Donuts,19111,Pennsylvania
7338,3728 Nederland Ave,Fast Food Restaurant,Nederland,US,29.956274,-94.006475,McDonald's,77627,Texas
7339,3520 Storey Ln,Fast Food,Dallas,US,32.865232,-96.864162,McDonald's,75220,Texas
7340,3545 Palmer Hwy,Fast Food,Texas City,US,29.394933,-94.949651,McDonald's,77590,Texas
7341,3515 Culebra Rd,Fast Food Restaurant,San Antonio,US,29.449888,-98.569681,McDonald's,78228,Texas
7342,2249 W Holcombe Blvd,Fast Food Restaurant,Houston,US,29.705992,-95.411102,McDonald's,77030,Texas
7343,2249 W Holcombe Blvd,Fast Food,Houston,US,29.705992,-95.411102,McDonald's,77030,Texas
7344,3417 1st St,Fast Food Restaurant,Rosenberg,US,29.532632,-95.808132,McDonald's,77471,Texas
7345,3417 1st St,Fast Food Restaurants,Rosenberg,US,29.532632,-95.808132,McDonald's,77471,Texas
7346,3285 Broadway Blvd,Fast Food Restaurant,Garland,US,32.876019,-96.619041,McDonald's,75043,Texas
7347,3211 S Padre Island Dr,Fast Food Restaurant,Corpus Christi,US,27.728157,-97.412907,McDonald's,78415,Texas
7348,3130 Lawrence Rd,Fast Food Restaurants,Wichita Falls,US,33.875752,-98.539921,McDonald's,76308,Texas
7349,3100 E Main St,Fast Food Restaurants,Uvalde,US,29.22507,-99.76074,McDonald's,78801,Texas
7350,310 N Alexander Dr,Fast Food Restaurant,Baytown,US,29.730854,-94.957348,McDonald's,77520,Texas
7351,302 W Irving Blvd,Fast Food Restaurant,Irving,US,32.81333,-96.949059,McDonald's,75060,Texas
7352,302 W Irving Blvd,Fast Food Restaurants,Irving,US,32.81333,-96.949059,McDonald's,75060,Texas
7353,3022 Marina Bay Dr,Fast Food Restaurant,League City,US,29.542261,-95.062091,McDonald's,77573,Texas
7354,3033 Nogalitos,Fast Food,San Antonio,US,29.385978,-98.524592,McDonald's,78225,Texas
7355,3010 Town East Mall,Fast Food Restaurant,Mesquite,US,32.807326,-96.626159,McDonald's,75150,Texas
7356,2705 E 5th St,Fast Food,Tyler,US,32.332342,-95.265974,McDonald's,75701,Texas
7357,2701 Houston Hwy,Fast Food Restaurant,Victoria,US,28.808265,-96.982816,McDonald's,77901,Texas
7358,1310 E Spring St,Fast Food Restaurant,Cookeville,US,36.153182,-85.475377,Burger King,38501,Tennessee
7359,25145 W Dorris Ave,Fast Food Restaurants,Coalinga,US,36.254267,-120.250168,McDonald's,93210,California
7360,2511 W Rosamond Blvd,Fast Food Restaurant,Rosamond,US,34.864494,-118.176398,McDonald's,93560,California
7361,450 N Merrifield Rd,Fast Food Restaurant Southwest Dallas,Dallas,US,32.748901,-96.922344,McDonald's,75211,Texas
7362,4411 W 7th St,Fast Food Restaurants,Texarkana,US,33.418244,-94.099072,McDonald's,75501,Texas
7363,441 W Southline St,Fast Food Restaurant,Cleveland,US,30.336035,-95.098822,McDonald's,77327,Texas
7364,1723 Whetstone Way,Fast Food Restaurant,Baltimore,US,39.268428,-76.599851,Jimmy John's,21230,Maryland
7365,1418 Nixon Dr,Fast Food Restaurants,Mount Laurel,US,39.941878,-74.958529,Chick-fil-A,8054,New Jersey
7366,555 Marketplace Blvd,Fast Food Restaurants,Trenton,US,40.194602,-74.641026,Chick-fil-A,8691,New Jersey
